tag,path,decision,reason
MS_heat_n4_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s777.pt,kept,
MS_heat_n4_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234.pt
MS_heat_n4_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s2025.pt
MS_heat_n4_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s777.pt
MS_heat_n5_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s1234.pt,kept,
MS_heat_n5_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s2025.pt,kept,
MS_heat_n5_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_qapinn_s777.pt,kept,
MS_heat_n5_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s1234.pt
MS_heat_n5_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s2025.pt
MS_heat_n5_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s777.pt
MS_heat_n5_twin_s777_r1,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n5_twin_s777_r1.pt,kept,
MS_heat_n6_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s1234.pt,kept,
MS_heat_n6_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s2025.pt,kept,
MS_heat_n6_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_qapinn_s777.pt,kept,
MS_heat_n6_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s1234.pt
MS_heat_n6_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s2025.pt
MS_heat_n6_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n6_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s777.pt
MS_heat_n7_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s1234.pt,kept,
MS_heat_n7_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s2025.pt,kept,
MS_heat_n7_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_qapinn_s777.pt,kept,
MS_heat_n7_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s1234.pt
MS_heat_n7_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s2025.pt
MS_heat_n7_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n7_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s777.pt
MS_heat_n8_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_qapinn_s1234.pt,kept,
MS_heat_n8_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_qapinn_s2025.pt,kept,
MS_heat_n8_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_qapinn_s777.pt,kept,
MS_heat_n8_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s1234.pt
MS_heat_n8_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s2025.pt
MS_heat_n8_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n8_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n8_twin_s777.pt
REPRO_shah_easy_n3_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n3_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n3_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n3_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n3_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n3_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n3_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n4_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n4_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_easy_n5_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_easy_n5_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n3_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n3_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n4_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n4_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_recipe_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_recipe_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_recipe_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_recipe_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_recipe_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_recipe_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_shah_s1234,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_shah_s1234.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_shah_s2025,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_shah_s2025.pt,excluded,"Shah reproduction, outside WS-B scope"
REPRO_shah_hard_n5_shah_s777,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Shah & al Reproduction/qapinn_runs_shah/checkpoints/REPRO_shah_hard_n5_shah_s777.pt,excluded,"Shah reproduction, outside WS-B scope"
CT_burgers_n3,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_burgers_n3.pt,kept,
CT_burgers_n4,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_burgers_n4.pt,kept,
CT_burgers_n5,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_burgers_n5.pt,kept,
CT_heat_n3,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_heat_n3.pt,kept,
CT_heat_n4,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_heat_n4.pt,kept,
CT_heat_n5,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_heat_n5.pt,kept,
CT_hero_n5,WISER Results/Phase 2/Djabon Phase 2/Tiers12 c-PINN/qapinn_runs/checkpoints/CT_hero_n5.pt,excluded,tag did not parse
MS_burgers_n3_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_qapinn_s1234.pt,kept,
MS_burgers_n3_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_qapinn_s2025.pt,kept,
MS_burgers_n3_qapinn_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_qapinn_s31415.pt,kept,
MS_burgers_n3_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_qapinn_s777.pt,kept,
MS_burgers_n3_qapinn_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_qapinn_s8080.pt,kept,
MS_burgers_n3_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s1234.pt
MS_burgers_n3_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s2025.pt
MS_burgers_n3_twin_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_twin_s31415.pt,kept,
MS_burgers_n3_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s777.pt
MS_burgers_n3_twin_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n3_twin_s8080.pt,kept,
MS_burgers_n4_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_qapinn_s1234.pt,kept,
MS_burgers_n4_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_qapinn_s2025.pt,kept,
MS_burgers_n4_qapinn_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_qapinn_s31415.pt,kept,
MS_burgers_n4_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_qapinn_s777.pt,kept,
MS_burgers_n4_qapinn_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_qapinn_s8080.pt,kept,
MS_burgers_n4_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s1234.pt
MS_burgers_n4_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s2025.pt
MS_burgers_n4_twin_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_twin_s31415.pt,kept,
MS_burgers_n4_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s777.pt
MS_burgers_n4_twin_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n4_twin_s8080.pt,kept,
MS_burgers_n5_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_qapinn_s1234.pt,kept,
MS_burgers_n5_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_qapinn_s2025.pt,kept,
MS_burgers_n5_qapinn_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_qapinn_s31415.pt,kept,
MS_burgers_n5_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_qapinn_s777.pt,kept,
MS_burgers_n5_qapinn_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_qapinn_s8080.pt,kept,
MS_burgers_n5_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s1234.pt
MS_burgers_n5_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s2025.pt
MS_burgers_n5_twin_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_twin_s31415.pt,kept,
MS_burgers_n5_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s777.pt
MS_burgers_n5_twin_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_burgers_n5_twin_s8080.pt,kept,
MS_heat_n4_qapinn_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_qapinn_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s1234.pt
MS_heat_n4_qapinn_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_qapinn_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s2025.pt
MS_heat_n4_qapinn_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_qapinn_s31415.pt,kept,
MS_heat_n4_qapinn_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_qapinn_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/Heat Multi_seed_q38/qapinn_runs_heat/checkpoints/MS_heat_n4_qapinn_s777.pt
MS_heat_n4_qapinn_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_qapinn_s8080.pt,kept,
MS_heat_n4_twin_s1234,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_twin_s1234.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234.pt
MS_heat_n4_twin_s2025,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_twin_s2025.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s2025.pt
MS_heat_n4_twin_s31415,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_twin_s31415.pt,kept,
